TOWNSHIP_RANGE,COUNTY,geometry,lower,mid,upper
T01N R02E,Contra Costa,"POLYGON ((-121.7874292673667 37.96885720405679, -121.69600667332172 37.96885720405679, -121.69600667332172 37.88190900332179, -121.7874292673667 37.88190900332179, -121.7874292673667 37.96885720405679))",47.18032,63.801247,229.30255
T01N R03E,Contra Costa,"POLYGON ((-121.69653511746908 37.9690750220496, -121.58654111055772 37.9690750220496, -121.58654111055772 37.88185701426729, -121.69653511746908 37.88185701426729, -121.69653511746908 37.9690750220496))",21.422499,34.14066,270.0
T01N R04E,Contra Costa,"POLYGON ((-121.58708110107142 37.97008902612787, -121.57386821254299 37.97008902612787, -121.57392610943731 37.96725802224169, -121.57372610931054 37.96643902218665, -121.5733581092119 37.96608002218311, -121.57301310912094 37.965757022180945, -121.57013710838687 37.96326702218019, -121.56640610754624 37.96099002226024, -121.56572410738607 37.96051802227013, -121.56515110722012 37.95985402225563, -121.56498310709017 37.95896502219223, -121.5651241070274 37.95824402212043, -121.56559910704729 37.95779002204688, -121.56655010717351 37.957619021962465, -121.56797710737706 37.95748302184611, -121.56990210767512 37.95750002170623, -121.57159110793894 37.95753502158518, -121.57330210817733 37.9573240214416, -121.57451410831919 37.95694402132022, -121.5751561083359 37.95624402121346, -121.57529810828443 37.95561802114972, -121.575201108203 37.95505002110846, -121.57453310802933 37.95444402110589, -121.57360210780618 37.95376102111607, -121.57219610760755 37.95391102123206, -121.57016910733309 37.95422902140795, -121.5664731068427 37.954895021736064, -121.5652741066846 37.95512002184325, -121.56412610650803 37.95512002192752, -121.56352710637256 37.95475002193998, -121.56334410626702 37.95408902189709, -121.56370510625558 37.95351702182182, -121.56456010630043 37.952777021696, -121.56520210633256 37.95220802160039, -121.56650810639378 37.95101502140286, -121.5679581064814 37.94985902119792, -121.56852810648917 37.9491760210979, -121.5688591064559 37.94845702101233, -121.56900110638013 37.94762302093081, -121.56876010619692 37.94637402084206, -121.56861610606829 37.94546402077508, -121.5681861058958 37.94455502072917, -121.56742210571184 37.94398702073679, -121.56663510558833 37.94396602079278, -121.56556310544771 37.94417302088906, -121.56460710541755 37.94517202104437, -121.56365310538115 37.94611502119476, -121.56248510529639 37.94692602134957, -121.56069610509822 37.947584021536976, -121.56005110500216 37.947611021586596, -121.55902710483014 37.94748702165117, -121.55819310468837 37.947372021702584, -121.55785910459488 37.94701202169639, -121.55759610449459 37.9465010216721, -121.55778510445498 37.945914021608175, -121.558188104455 37.945384021533414, -121.55923510458926 37.945155021437095, -121.55997210468036 37.94496502136681, -121.56101710483645 37.94492502128673, -121.56192110497093 37.94488602121705, -121.56280110508398 37.944695021136226, -121.56341910513024 37.94427802105533, -121.56363110506538 37.94344502096875, -121.56324810491792 37.942688020932316, -121.56202610466553 37.942137020975, -121.56148710451475 37.94155702096509, -121.56126910440649 37.940918020926574, -121.56089310422782 37.939885020866065, -121.56105610419559 37.93939502081233, -121.5616471042356 37.93896002073188, -121.56186310418347 37.938230020653805, -121.56195010412517 37.93761702059513, -121.56181610400398 37.93675702053163, -121.56146810384912 37.935890020483214, -121.56080510366213 37.93516302046982, -121.55972110340537 37.93439302048365, -121.5587501031789 37.93373302049856, -121.55810710300922 37.933128020494074, -121.55768310290122 37.932762020493975, -121.55728710278072 37.93225202047949, -121.55713610266572 37.93146702042359, -121.55758810263428 37.93060302031674, -121.55833610266173 37.9298530201979, -121.55849610265429 37.929579020162805, -121.55879910260289 37.92874002006899, -121.55891210252574 37.92793101999171, -121.55879510240295 37.927034019923745, -121.55850410226228 37.926213019875014, -121.55799810208521 37.92536401983968, -121.55741010192345 37.924753019830646, -121.55670010173002 37.924032019821134, -121.55642110164179 37.92364401980848, -121.5564321016041 37.92330701977891, -121.55684410159328 37.92267201969452, -121.55728710158428 37.92201101960564, -121.55827510166327 37.92138601947992, -121.55988310185 37.92086701931779, -121.56187710210696 37.920441019135325, -121.56320010224525 37.91988301899076, -121.5651271024593 37.919178018789424, -121.5656691024629 37.91849501869143, -121.5656071024187 37.91819801867062, -121.56596910233077 37.91696801853918, -121.56599410225245 37.91626401847726, -121.56572310212907 37.91556401843739, -121.5653371020111 37.91506201842283, -121.56486010187169 37.91449601840947, -121.5645261017664 37.91403401839452, -121.56399610160484 37.913348018374776, -121.56322510135486 37.91222201833518, -121.5630551012587 37.911622018296406, -121.56330210117815 37.910606018191594, -121.56478210122 37.90901401794733, -121.56840610157231 37.90725701753202, -121.57093510181048 37.905965017236554, -121.57226210190389 37.905017017058476, -121.57263910192141 37.90467001700128, -121.57283710190939 37.90430601695572, -121.5727911018368 37.90374401691113, -121.57244310170387 37.90306301687848, -121.57178210153681 37.90250201687899, -121.57101710137947 37.90216101690592, -121.57024210122846 37.90188801693934, -121.56912610101467 37.90152601699014, -121.5681751008097 37.901022017016736, -121.56696410049479 37.89991801701112, -121.56621310024654 37.89877901696885, -121.56591710007255 37.89767701689643, -121.56612209999243 37.89671901679965, -121.5662580999228 37.89594201672335, -121.56641809986314 37.8952190166499, -121.56689609986299 37.89458701656093, -121.56719209981166 37.89375601646834, -121.56769209973477 37.89243601631904, -121.56838809975426 37.89168501620398, -121.56913409981868 37.89125301611251, -121.56991409989317 37.89086301602217, -121.5708110999975 37.890575015931915, -121.57219910016245 37.890159015794865, -121.57395210038149 37.88972601562967, -121.57497610050729 37.88945501553161, -121.57554510054004 37.88898501544985, -121.57586410050907 37.88829801536784, -121.57588610048447 37.88805801534578, -121.57593510043357 37.88755601529932, -121.57556710025436 37.88650301523634, -121.57512610009061 37.88567901519826, -121.57486209997398 37.88502601516182, -121.57456509986942 37.884520015140325, -121.57420209975479 37.884015015123744, -121.57388309963422 37.883400015094566, -121.57411109957249 37.88256901500691, -121.57461209955267 37.881737014899244, -121.5748781272664 37.88114902197355, -121.58708110107142 37.88114902197355, -121.58708110107142 37.97008902612787))",11.823,16.064999,28.495554
T01N R04E,San Joaquin,"POLYGON ((-121.47695409176828 37.97008902612787, -121.47695409176828 37.88114902197355, -121.5748781272664 37.88114902197355, -121.57461209955267 37.881737014899244, -121.57411109957249 37.88256901500691, -121.57388309963422 37.883400015094566, -121.57420209975479 37.884015015123744, -121.57456509986942 37.884520015140325, -121.57486209997398 37.88502601516182, -121.57512610009061 37.88567901519826, -121.57556710025436 37.88650301523634, -121.57593510043357 37.88755601529932, -121.57588610048447 37.88805801534578, -121.57586410050907 37.88829801536784, -121.57554510054004 37.88898501544985, -121.57497610050729 37.88945501553161, -121.57395210038149 37.88972601562967, -121.57219910016245 37.890159015794865, -121.5708110999975 37.890575015931915, -121.56991409989317 37.89086301602217, -121.56913409981868 37.89125301611251, -121.56838809975426 37.89168501620398, -121.56769209973477 37.89243601631904, -121.56719209981166 37.89375601646834, -121.56689609986299 37.89458701656093, -121.56641809986314 37.8952190166499, -121.5662580999228 37.89594201672335, -121.56612209999243 37.89671901679965, -121.56591710007255 37.89767701689643, -121.56621310024654 37.89877901696885, -121.56696410049479 37.89991801701112, -121.5681751008097 37.901022017016736, -121.56912610101467 37.90152601699014, -121.57024210122846 37.90188801693934, -121.57101710137947 37.90216101690592, -121.57178210153681 37.90250201687899, -121.57244310170387 37.90306301687848, -121.5727911018368 37.90374401691113, -121.57283710190939 37.90430601695572, -121.57263910192141 37.90467001700128, -121.57226210190389 37.905017017058476, -121.57093510181048 37.905965017236554, -121.56840610157231 37.90725701753202, -121.56478210122 37.90901401794733, -121.56330210117815 37.910606018191594, -121.5630551012587 37.911622018296406, -121.56322510135486 37.91222201833518, -121.56399610160484 37.913348018374776, -121.5645261017664 37.91403401839452, -121.56486010187169 37.91449601840947, -121.5653371020111 37.91506201842283, -121.56572310212907 37.91556401843739, -121.56599410225245 37.91626401847726, -121.56596910233077 37.91696801853918, -121.5656071024187 37.91819801867062, -121.5656691024629 37.91849501869143, -121.5651271024593 37.919178018789424, -121.56320010224525 37.91988301899076, -121.56187710210696 37.920441019135325, -121.55988310185 37.92086701931779, -121.55827510166327 37.92138601947992, -121.55728710158428 37.92201101960564, -121.55684410159328 37.92267201969452, -121.5564321016041 37.92330701977891, -121.55642110164179 37.92364401980848, -121.55670010173002 37.924032019821134, -121.55741010192345 37.924753019830646, -121.55799810208521 37.92536401983968, -121.55850410226228 37.926213019875014, -121.55879510240295 37.927034019923745, -121.55891210252574 37.92793101999171, -121.55879910260289 37.92874002006899, -121.55849610265429 37.929579020162805, -121.55833610266173 37.9298530201979, -121.55758810263428 37.93060302031674, -121.55713610266572 37.93146702042359, -121.55728710278072 37.93225202047949, -121.55768310290122 37.932762020493975, -121.55810710300922 37.933128020494074, -121.5587501031789 37.93373302049856, -121.55972110340537 37.93439302048365, -121.56080510366213 37.93516302046982, -121.56146810384912 37.935890020483214, -121.56181610400398 37.93675702053163, -121.56195010412517 37.93761702059513, -121.56186310418347 37.938230020653805, -121.5616471042356 37.93896002073188, -121.56105610419559 37.93939502081233, -121.56089310422782 37.939885020866065, -121.56126910440649 37.940918020926574, -121.56148710451475 37.94155702096509, -121.56202610466553 37.942137020975, -121.56324810491792 37.942688020932316, -121.56363110506538 37.94344502096875, -121.56341910513024 37.94427802105533, -121.56280110508398 37.944695021136226, -121.56192110497093 37.94488602121705, -121.56101710483645 37.94492502128673, -121.55997210468036 37.94496502136681, -121.55923510458926 37.945155021437095, -121.558188104455 37.945384021533414, -121.55778510445498 37.945914021608175, -121.55759610449459 37.9465010216721, -121.55785910459488 37.94701202169639, -121.55819310468837 37.947372021702584, -121.55902710483014 37.94748702165117, -121.56005110500216 37.947611021586596, -121.56069610509822 37.947584021536976, -121.56248510529639 37.94692602134957, -121.56365310538115 37.94611502119476, -121.56460710541755 37.94517202104437, -121.56556310544771 37.94417302088906, -121.56663510558833 37.94396602079278, -121.56742210571184 37.94398702073679, -121.5681861058958 37.94455502072917, -121.56861610606829 37.94546402077508, -121.56876010619692 37.94637402084206, -121.56900110638013 37.94762302093081, -121.5688591064559 37.94845702101233, -121.56852810648917 37.9491760210979, -121.5679581064814 37.94985902119792, -121.56650810639378 37.95101502140286, -121.56520210633256 37.95220802160039, -121.56456010630043 37.952777021696, -121.56370510625558 37.95351702182182, -121.56334410626702 37.95408902189709, -121.56352710637256 37.95475002193998, -121.56412610650803 37.95512002192752, -121.5652741066846 37.95512002184325, -121.5664731068427 37.954895021736064, -121.57016910733309 37.95422902140795, -121.57219610760755 37.95391102123206, -121.57360210780618 37.95376102111607, -121.57453310802933 37.95444402110589, -121.575201108203 37.95505002110846, -121.57529810828443 37.95561802114972, -121.5751561083359 37.95624402121346, -121.57451410831919 37.95694402132022, -121.57330210817733 37.9573240214416, -121.57159110793894 37.95753502158518, -121.56990210767512 37.95750002170623, -121.56797710737706 37.95748302184611, -121.56655010717351 37.957619021962465, -121.56559910704729 37.95779002204688, -121.5651241070274 37.95824402212043, -121.56498310709017 37.95896502219223, -121.56515110722012 37.95985402225563, -121.56572410738607 37.96051802227013, -121.56640610754624 37.96099002226024, -121.57013710838687 37.96326702218019, -121.57301310912094 37.965757022180945, -121.5733581092119 37.96608002218311, -121.57372610931054 37.96643902218665, -121.57392610943731 37.96725802224169, -121.57386821254299 37.97008902612787, -121.47695409176828 37.97008902612787))",11.823,16.064999,28.495554
T01S R02E,Contra Costa,"POLYGON ((-121.71448412146091 37.88191900642667, -121.6962973664673 37.88191900642667, -121.6962973664673 37.86737910181535, -121.71448412146091 37.86737910181535, -121.71448412146091 37.88191900642667))",12.457999,31.19,52.58333
T01S R03E,Contra Costa,"POLYGON ((-121.69653511746908 37.88197865621709, -121.5865047475288 37.88197865621709, -121.5865047475288 37.81067226193771, -121.58683709317081 37.81057100792385, -121.58799209330762 37.81022000780968, -121.58927309345943 37.80983200768315, -121.59097509366136 37.8093180075152, -121.59351909396345 37.80855200726434, -121.59536209418225 37.80799700708264, -121.59580409423458 37.80786300703898, -121.59713009439217 37.80746500690838, -121.59757309444483 37.8073320068647, -121.59824009452329 37.80712500679844, -121.60024109475903 37.80650700659981, -121.60090909483776 37.80630100653353, -121.60102809485163 37.806263006521625, -121.60138709489405 37.80615300648607, -121.60150709490829 37.80611700647426, -121.60177709494002 37.806033006447414, -121.60258809503559 37.80578300636696, -121.6028590950676 37.805700006340146, -121.60326309511517 37.8055750063, -121.60447609525814 37.80520100617968, -121.6048860953065 37.805075006139056, -121.60693309554745 37.804442005935826, -121.61308909627223 37.80253900532484, -121.61514209651392 37.80190500512111, -121.6161740966353 37.8015850050186, -121.61927309700015 37.80062800471117, -121.62010409709791 37.80037100462864, -121.62030609712176 37.80030900460864, -121.62067909716556 37.80019300457158, -121.62081409718142 37.80015100455816, -121.62180009729755 37.799847004460375, -121.62217409734163 37.79973200442331, -121.6223050973596 37.79971400441224, -121.62241609737322 37.799684004401584, -121.6231340974615 37.79949500433316, -121.623374097491 37.79943200431029, -121.62353409750862 37.79937200429352, -121.623737097531 37.79929600427225, -121.62401409756144 37.79919200424319, -121.62417409757907 37.79913200422641, -121.62963709828662 37.79800400373225, -121.63259409866943 37.797392003464644, -121.63448509891425 37.79700100329355, -121.63580609908524 37.79672800317406, -121.64493226761809 37.794842170597214, -121.69653511746908 37.794842170597214, -121.69653511746908 37.88197865621709))",12.9675,26.717499,62.74599
T01S R03E,Alameda,"POLYGON ((-121.5865047475288 37.794842170597214, -121.64493226761809 37.794842170597214, -121.63580609908524 37.79672800317406, -121.63448509891425 37.79700100329355, -121.63259409866943 37.797392003464644, -121.62963709828662 37.79800400373225, -121.62417409757907 37.79913200422641, -121.62401409756144 37.79919200424319, -121.623737097531 37.79929600427225, -121.62353409750862 37.79937200429352, -121.623374097491 37.79943200431029, -121.6231340974615 37.79949500433316, -121.62241609737322 37.799684004401584, -121.6223050973596 37.79971400441224, -121.62217409734163 37.79973200442331, -121.62180009729755 37.799847004460375, -121.62081409718142 37.80015100455816, -121.62067909716556 37.80019300457158, -121.62030609712176 37.80030900460864, -121.62010409709791 37.80037100462864, -121.61927309700015 37.80062800471117, -121.6161740966353 37.8015850050186, -121.61514209651392 37.80190500512111, -121.61308909627223 37.80253900532484, -121.60693309554745 37.804442005935826, -121.6048860953065 37.805075006139056, -121.60447609525814 37.80520100617968, -121.60326309511517 37.8055750063, -121.6028590950676 37.805700006340146, -121.60258809503559 37.80578300636696, -121.60177709494002 37.806033006447414, -121.60150709490829 37.80611700647426, -121.60138709489405 37.80615300648607, -121.60102809485163 37.806263006521625, -121.60090909483776 37.80630100653353, -121.60024109475903 37.80650700659981, -121.59824009452329 37.80712500679844, -121.59757309444483 37.8073320068647, -121.59713009439217 37.80746500690838, -121.59580409423458 37.80786300703898, -121.59536209418225 37.80799700708264, -121.59351909396345 37.80855200726434, -121.59097509366136 37.8093180075152, -121.58927309345943 37.80983200768315, -121.58799209330762 37.81022000780968, -121.58683709317081 37.81057100792385, -121.5865047475288 37.81067226193771, -121.5865047475288 37.794842170597214))",12.9675,26.717499,62.74599
T01S R04E,Contra Costa,"POLYGON ((-121.58708110107142 37.88189101450966, -121.57451936662986 37.88189101450966, -121.57461209955267 37.881737014899244, -121.57502109951032 37.880833014792145, -121.57579609952026 37.87989501465535, -121.57652309946148 37.8784300144771, -121.57820709937764 37.875485014102495, -121.57943809919688 37.87230501374092, -121.57939809909269 37.87146201367187, -121.57934709898947 37.87064201360552, -121.57884609883257 37.86995501358349, -121.57798009863633 37.869412013600396, -121.57675209835305 37.86859901362068, -121.57581809815706 37.86814801365039, -121.57515809800522 37.86771501366162, -121.57440609781385 37.86706301366091, -121.57375309765038 37.866520013662196, -121.57340209750757 37.86575601362256, -121.57353109743165 37.86493201354274, -121.57380909740425 37.86432901347089, -121.5744570974389 37.86377001337579, -121.57547609752031 37.86312301324605, -121.57692209766375 37.862445013082485, -121.57795909778383 37.86210701297788, -121.57914509789762 37.8615180128409, -121.57951609790344 37.86107701277613, -121.5794780978498 37.86066601274377, -121.57944209778606 37.86016501270362, -121.57919909767634 37.859542012668115, -121.57897809752153 37.858502012595416, -121.5786630974201 37.85804601257944, -121.57803409729793 37.85782601260659, -121.5775880972447 37.857958012650435, -121.57710709720342 37.858239012709554, -121.57638509715566 37.858783012808814, -121.57560609709404 37.859283012908406, -121.5742720969538 37.85984101305354, -121.57303109680598 37.86021001317574, -121.57180709665013 37.860488013288894, -121.57069609649828 37.860651013383965, -121.5698250963694 37.86069401345125, -121.5689910962277 37.86057801350226, -121.5683060960557 37.8600040135032, -121.5687800961037 37.8597900134503, -121.56910209609136 37.8592580133813, -121.56938309609137 37.85888601332899, -121.5698650961248 37.858536013263866, -121.57060109617738 37.858015013165584, -121.57046709610744 37.85759001313904, -121.56957009592993 37.857249013175405, -121.56875409577859 37.857026013215915, -121.5680300956697 37.85704701327058, -121.56758909563528 37.85733401332731, -121.56725309562312 37.857674013380915, -121.56715509561619 37.85774401339407, -121.56701809560649 37.85784201341245, -121.5669870956044 37.857865013416685, -121.56672709558188 37.858015013448494, -121.56633309552781 37.858071013482075, -121.5659160954401 37.857868013495164, -121.56533809527284 37.85719301347965, -121.56496509515532 37.85667501346261, -121.56335809462448 37.854232013371025, -121.5626230944101 37.85335901335004, -121.56199009428768 37.85314301337775, -121.56152209423837 37.8533380134286, -121.56124209424624 37.85377701348659, -121.56123509430464 37.85428901353091, -121.56150009439861 37.854747013550735, -121.5620800945498 37.85528101355405, -121.56231409463294 37.8556870135717, -121.56236009468681 37.856090013602774, -121.56228009471461 37.85643501363815, -121.56210709472599 37.856762013678726, -121.5618260947267 37.857140013731595, -121.56110709469455 37.85781501384182, -121.5606320946652 37.85819101390867, -121.56039909464442 37.858321013936795, -121.5599950945986 37.85846101397826, -121.55956909452868 37.85842301400612, -121.55898109438957 37.85800401401325, -121.55848109427973 37.85772001402546, -121.55683909401604 37.85762401413716, -121.55598609389959 37.8577510142103, -121.5552680938195 37.858012014285066, -121.5543350937427 37.8585860144023, -121.55375509372925 37.85923801450042, -121.55338909375915 37.85998001459063, -121.55326909380959 37.86057301465012, -121.55313609383505 37.860968014693654, -121.5528490938163 37.86118701473335, -121.55253709376066 37.86112101475045, -121.55214609366683 37.86083101475422, -121.55168909354704 37.86040501475116, -121.55136309341135 37.859669014712, -121.55090209323974 37.85880201467147, -121.55025109302395 37.857806014633816, -121.54953009281833 37.85699101461673, -121.54929309275157 37.85673001461169, -121.54900709265235 37.85625501459193, -121.54845009249715 37.855656014581314, -121.54810109241562 37.85541601458624, -121.54750909230303 37.85523101461366, -121.54681109220961 37.85535101467489, -121.54609109212235 37.85555401474483, -121.54495609201446 37.856128014876816, -121.5438800919235 37.85677001501034, -121.54276709179963 37.857178015126536, -121.54169709168644 37.857621015242586, -121.54113009161418 37.85775001529502, -121.54065609152404 37.85760201531698, -121.54036209143749 37.857246015307936, -121.54035909137606 37.85672101526321, -121.54060509136731 37.856320015210954, -121.54104409136811 37.85574501512965, -121.54149609137676 37.855221015051825, -121.54156009127004 37.854217014961186, -121.54139009116655 37.853551014916576, -121.5413720911135 37.85311801488081, -121.54163909108382 37.8525090148092, -121.5420460910651 37.85180801471949, -121.54202309100481 37.85131901467929, -121.54174409091577 37.85092201466565, -121.54127909078213 37.85038701465379, -121.5409890906861 37.849944014637025, -121.54073309058563 37.84941801461068, -121.54039409051488 37.849258014621725, -121.54039809050042 37.849128014610294, -121.54004809041395 37.84884701461175, -121.53950109032873 37.848838014650894, -121.53905109026543 37.84888901468814, -121.5384250902117 37.84925601476525, -121.53803909019537 37.84962701482518, -121.53779209020378 37.850027014877476, -121.53764609024816 37.85060301493747, -121.53722209021079 37.85084301498896, -121.53653809010135 37.850807015035805, -121.5362120900526 37.850819015060594, -121.53575608997556 37.85076001508884, -121.53523708987527 37.85058401511165, -121.53471808976872 37.85035401512984, -121.53447208970788 37.85015601513084, -121.53426008964504 37.849896015124045, -121.53415808959781 37.84962401510819, -121.53411508957237 37.849462015097444, -121.53412108955959 37.849344015086906, -121.53418008953196 37.849028015055524, -121.5343550895052 37.84856501500309, -121.534500089485 37.84819901496115, -121.53455208947713 37.848062014945654, -121.53468208947706 37.847889014921336, -121.53494508947715 37.847541014872334, -121.53533908951235 37.84732201482481, -121.53563608954691 37.84722601479492, -121.5358410895708 37.84716001477431, -121.53631308961688 37.84693101472025, -121.53659808962928 37.84666001467623, -121.53681008961654 37.84626901462728, -121.53677908955977 37.84582101459118, -121.53665508945679 37.84509801453827, -121.53660808940663 37.84472801451005, -121.53668808938158 37.84440601447661, -121.53680508937344 37.8441810144488, -121.53706408937536 37.843854014401884, -121.53753108940535 37.84349301433688, -121.53778508942713 37.8433440143056, -121.53818008946112 37.843113014257, -121.53877708950981 37.84274101418156, -121.53954308956226 37.842177014077386, -121.54028508959779 37.84149901396516, -121.54032908956687 37.84117401393412, -121.5402300895145 37.84085401391393, -121.53975908938655 37.840376013907346, -121.53915808922716 37.83979901390178, -121.53894408916743 37.83956801389757, -121.53854508905883 37.839161013891854, -121.5382140889838 37.838953013898156, -121.53793008891066 37.838699013897084, -121.5377700888442 37.838338013877845, -121.53776508879815 37.837948013844795, -121.53798708878908 37.83757501379667, -121.53831708880115 37.83724101374398, -121.53891008883706 37.83676401365985, -121.53965108891548 37.83645701357952, -121.54062308902094 37.83607701347608, -121.54119108907125 37.83575701340723, -121.54151208906754 37.83529901334459, -121.54174308903636 37.83472401327847, -121.54192408898761 37.834063013208656, -121.54242608898834 37.833403013115486, -121.54301108904644 37.83312801304927, -121.54400808914521 37.83265701293624, -121.54520208930921 37.8324870128346, -121.54610708944448 37.83245301276569, -121.54775708980665 37.83338801272547, -121.54900509004163 37.833759012666235, -121.54947209009201 37.83357401261634, -121.54986209007167 37.83288101252853, -121.55098409004471 37.83116001229932, -121.55198209006491 37.83001001212808, -121.5521080900493 37.82970801209303, -121.55210808996284 37.828962012029145, -121.55181008977284 37.82771801194433, -121.55206708978434 37.827476011904864, -121.55224908977246 37.827132011862126, -121.55216908971924 37.82677901183772, -121.55197508964864 37.82642701182172, -121.5516680895741 37.82619101182389, -121.5512810894915 37.82599201183506, -121.55123608945992 37.825779011820075, -121.55115508938836 37.82526901178231, -121.55116708937133 37.82510601176747, -121.55137208937461 37.824862011731646, -121.55173608940437 37.82463601168573, -121.55218008944858 37.82442801163555, -121.5525110894544 37.82403901157809, -121.55253408939086 37.82346001152682, -121.55227208927451 37.82280301148963, -121.55209308921212 37.82250201147693, -121.55232908919939 37.822079011423476, -121.55246808922925 37.822152011419604, -121.55279308915377 37.82106901130314, -121.55322008910422 37.82007401118677, -121.55327108904905 37.81953001113644, -121.55332408897615 37.818830011072635, -121.55352408895608 37.81839101102045, -121.55391208897161 37.81801001095953, -121.55425108899344 37.817748010912396, -121.55451908901713 37.81759701087991, -121.55485008905356 37.817472010845094, -121.55508608908696 37.81744701082579, -121.55694908934753 37.81722301067084, -121.55701208936877 37.81732301067481, -121.55731008945699 37.81768901068446, -121.55738008947768 37.8177750106867, -121.55761808953011 37.81791201068111, -121.55794408960216 37.81810101067353, -121.55803408962201 37.81815301067142, -121.55811108963906 37.818198010669676, -121.55838408968242 37.81821001065082, -121.55888608978428 37.81842301063248, -121.55891808979082 37.81843701063137, -121.5591730898873 37.81893201065515, -121.55931608990424 37.818888010640975, -121.55974708995531 37.81875701059835, -121.5598910899725 37.81871401058415, -121.56002308998805 37.81867301057102, -121.56042209003549 37.818553010531694, -121.56055509005141 37.81851401051866, -121.56059109005564 37.81850301051508, -121.56070109006865 37.81846901050417, -121.56073809007317 37.81845901050061, -121.56086809008855 37.818419010487695, -121.561259090135 37.81830101044911, -121.56139009015071 37.8182630104363, -121.56140309015215 37.81825801043493, -121.56144209015675 37.81824601043107, -121.56145609015844 37.81824201042971, -121.5614760901608 37.81823601042772, -121.56279809031783 37.81783701029722, -121.56499309057853 37.81717401008053, -121.56576909067073 37.81694001000393, -121.56834809097715 37.816163009749495, -121.5755460918322 37.81399300903928, -121.57707309201358 37.81353300888865, -121.57727109203239 37.81343300886566, -121.57905609224673 37.812915008691284, -121.57912109225441 37.812895008684826, -121.57914609225743 37.81288800868241, -121.57931509227762 37.81283800866582, -121.57938109228554 37.81281900865939, -121.57940509228857 37.81281300865713, -121.57953309230382 37.812775008644536, -121.57970409232428 37.812725008627794, -121.57998809235832 37.81264200860001, -121.58014109237683 37.81259900858518, -121.58018709238232 37.812585008580655, -121.58032609239905 37.812545008567085, -121.58037309240476 37.81253200856255, -121.58057309242852 37.81247200854286, -121.58117309249987 37.81229200848372, -121.58137309252366 37.81223200846404, -121.58142209252935 37.8122160084591, -121.5815730925472 37.812170008444156, -121.58162309255317 37.81215500843924, -121.58169409256152 37.812133008432184, -121.58190809258684 37.81206800841103, -121.58198009259547 37.81204700840395, -121.58281409269424 37.811793008321466, -121.58531609299061 37.81103300807421, -121.58615109308964 37.8107800079917, -121.58683709317081 37.81057100792385, -121.58708110107142 37.8104968548582, -121.58708110107142 37.88189101450966))",9.246666,15.871841,21.486666
